recipe_id,recipe_image,category1,category2,category3,category4,food_name,steps,ingredient_all,serving_size,cooking_time,cooking_level,tags
6918934,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/09/fb2e3be1f7b8b2512551142ac802f28b1.jpg,볶음,일상,해물류,밑반찬,갈릭마요새우 간단히 만들어 먹는 술안주!,"[(1, '새우는 밥공기 기준으로 1공기 준비해주었고 다진마늘, 마요네즈, 설탕, 버터는 밥 수저 기준으로 계량해주었어요'), (2, '냉동실에 있던 새우는 실온에 두고 해동을 해주었고 흐르는 물에 깨끗이 씻어서 채반에 받쳐 물기를 어느 정도 제거해주었어요 물기를 제거해준 다음 소금과 후추를 넣어 5분 정도 밑간을 해주세요 저는 소금 2꼬집, 후추 2번 정도 톡톡 뿌려 주었어요'), (3, '마요네즈, 설탕, 다진마늘은 분량대로 넣고 미리 섞어주세요~ 저는 마늘을 좋아해서 많이 넣어주었는데 입맛에 맞게 가감해주세요 :)'), (4, '밑간을 해준 새우는 한번 구워줄 건데요 프라이팬에 버터를 1/2큰술 넣어 녹여주신 다음 새우를 노릇노릇하게 먼저 구워주세요~ 버터가 없으시면 식용유로 넣어주세요'), (5, '새우 겉면이 노릇해지기 시작할 때쯤 준비해두었던 양념을 같이 넣고 새우에 간이 잘 베이도록 휘리릭 볶아주세요~'), (6, '그리고 마무리되면 파슬리가루를 톡톡 뿌려 마무리~~ 아주 빠르고 맛있게 해먹을 수 있는 술안주 갈릭마요새우가 완성되었답니다'), (7, '새우가 얼마 안 남아있어서 조금만 만들었더니 좀 아쉽더라고요~ 갈릭마요새우는 아이들도 참 좋아하는 메뉴 중 하나인데 다음번에는 좀 많이 만들어서 푸짐하게 먹어봐야겠어요~^^')]","['새우: 1공기', '다진마늘: 1큰술', '마요네즈: 4큰술', '설탕: 1큰술', '버터: 1/2큰술', '후추: 약간', '소금: 약간', '파슬리가루: 약간']",2인분,15분 이내,아무나,"['갈릭마요새우', '새우갈릭마요', '새우요리', '간단한술안주']"
7035901,https://recipe1.ezmember.co.kr/cache/recipe/2024/10/06/317dd2e1c126a75fc6a2365981d050121.jpg,볶음,일상,해물류,메인반찬,백종원 오삼불고기 만드는 법 오징어삼겹살볶음 밥반찬 술안주 손님초대요리 feat. 오징어 삼겹살,"[(1, '오징어 다리는 손으로 쓸어내려 빨판을 제거하고 짧은 다리는 1개씩, 긴 다리는 반으로 잘라 준비한다.'), (2, '오징어 몸통은 길게 반으로 자른 후 약 1.5cm 두께로 썬다.'), (3, '오징어 1마리 기준으로 먼저 황설탕 1.5T를 넣고 버무린다.'), (4, '양파 반개 채썰기, 대파와 청양고추와 홍고추는 송송 썰거나 어슷 썰고, 통마늘 있으면 반으로 잘라 식감을 더해준다.'), (5, '3에 고춧가루 2.5T, 다진 마늘 0.5T, 맛술 3T, 진간장 3T, 고추장 1/2T, 참기름과 통깨를 넣고 버무린다.'), (6, '5에 준비한 채소 양파, 대파, 청양고추 통마늘을 넣고 버무린다.'), (7, '삼겹살은 먹기 좋게 잘라 팬에 올려 중불에 노릇노릇 구워 충분히 기름이 나오게 한다.'), (8, '팬 가장자리로 삼겹살을 놓고 양념한 오징어를 가운데에 올린다.'), (9, '노릇노릇 익은 삼겹살은 양념한 오징어 위에 올리고 전체적으로 골고루 섞어가며 볶는다.'), (10, '오징어가 완전히 익으면 쌈과 밥과 함께 먹는다.')]","['손질오징어: 1마리', '삼겹살(250g): 3줄', '양파: 1/2개', '통마늘: 10개', '대파: 1/3개', '청양고추: 1개', '홍고추(생략가능): 1/2개', '맛술: 3T', '진간장: 3T', '고춧가루: 2.5T', '황설탕: 1.5T', '다진 마늘: 1/2T', '고추장: 1/2T', '참기름: 1T', '통깨: 1/2T']",4인분,20분 이내,아무나,"['오삼불고기', '오징어삼겹살볶음', '백종원레시피', '메인반찬', '오징어요리', '삼겹살요리']"
6954484,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/03/f308636e26ec3e5e3ede271565a964791.jpg,볶음,일상,해물류,메인반찬,간단한 반찬 새우숙주볶음 맵지 않아서 아이들도 잘 먹어요.,"[(1, '숙주는 흐르는 물에 깨끗하게 씻고 체에 밭쳐 물기를 제거합니다.'), (2, '우는 흐르는 물에 깨끗하게 씻고 체에 밭쳐 물기를 제거합니다.'), (3, '그다음 볼에 새우, 미림 1T, 후춧가루 1꼬집을 넣고 골고루 섞어 밑간을 합니다.'), (4, '볼에 계란 2개, 소금 1꼬집을 넣고 원하는 조리도구를 사용해서 곱게 풀어 준비합니다.'), (5, '볼에 굴소스 2T, 간장 1T, 다진마늘 1T를 넣고 골고루 섞어 양념을 만듭니다.'), (6, '대파는 0.3cm 간격으로 송송 썰어 준비합니다.'), (7, '양파는 0.3cm 간격으로 채 썰어 준비합니다.'), (8, '예열된 팬에 식용유 2T를 두르고 풀어 놓은 계란을 넣어 스크램블 에그 만드는 것처럼 휘저으면서 익힙니다.'), (9, '그다음 원하는 그릇에 담아 따로 보관합니다.'), (10, '예열된 팬에 식용유 2T를 두르고 대파, 양파를 넣고 볶습니다.'), (11, '대파, 양파의 은은한 향이 올라올 때 새우를 넣고 볶습니다.'), (12, '새우가 알맞게 익었을 때 숙주, 계란, 양념을 넣고 볶습니다.'), (13, '모든 재료가 알맞게 익었을 때 참기름 1T를 넣고 볶습니다.'), (14, '참기름의 고소한 향이 올라올 때 마무리로 볶은참깨 1T를 뿌리면 새우숙주볶음 완성.')]","['숙주: 300g', '새우: 10마리', '계란: 2개', '양파: 1/2개', '대파: 1/3개', '식용유: 4T', '굴소스: 2T', '간장: 1T', '다진마늘: 1T', '참기름: 1T', '볶은참깨: 1T', '미림: 1T', '소금: 1꼬집', '후춧가루: 1꼬집']",4인분,30분 이내,아무나,"['새우요리', '숙주나물요리', '집밥', '반찬', '밑반찬', '간단한반찬', '손님초대요리', '집들이음식', '저녁메뉴', '점심메뉴']"
6956888,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/15/9aa9c6eae0c85bfd4bf14788b9b311f41.jpg,볶음,일상,해물류,국/탕,옛날짬뽕 만들기,"[(1, '펜에 돼지고기채를 넣고 볶아서 색이 하얀색을 띄면 간장 1작은술 넣고 볶아줍니다'), (2, '여기서 조건이 되면 불맛을 살리고'), (3, '야채를 넣고또 불맛을 살리고'), (4, '고추가루 오징어채 넣고 볶아줍니다'), (5, '고추가루를 색이 빨간색이 되면 잘볶아 진겁니다'), (6, '육수를 적당히 넣고'), (7, '끓어 오르면 꽃소금 미원 치킨스톡 간을 맞추고'), (8, '청경채 넣고 후추가루 살짝 넣고'), (9, '면을 담은 그릇에 담아 냅니다'), (10, '칼칼하고 깊은 맛이 나는 해물짬뽕 완성 되었습니다')]","['돼지고기 채: 50g', '오징어채: 200g', '당근: 50g', '호박: 50g', '배추: 1/4개', '양파: 2개', '청경채: 1줌', '식용유: 3큰술', '고추가루: 3큰술', '꽃소금: 1큰술', '미원: 1작은술', '치킨스톡: 1큰술', '후추가루: 1티스푼', '간장: 1작은술']",3인분,15분 이내,중급,"['옛날짬뽕', '돼지고기짬뽕', '해물짬뽕', '짬뽕레시피', '짬뽕만들기', '중국집', '중국요리', '중화요리', '손님초대']"
6948742,https://recipe1.ezmember.co.kr/cache/recipe/2020/12/18/cca098cd01f24bd988729321097d619f1.jpg,볶음,일상,해물류,국/탕,굴짬뽕 만들기,"[(1, '굴을 깨끗이 씻어서 이물질을 제거하고'), (2, '야채는 채썰어서 준비하고'), (3, '펜에 식용유 1큰술 두르고 마른고추 향을 내고 대파채 다진마늘 1큰술 넣고 볶아줍니다'), (4, '여기에 맛술을 1큰술 넣고 준비한 야채를 넣고 볶아줍니다'), (5, '센불에서 볶아주시면 더 깊은 맛을 냅니다'), (6, '굴을 넣고 한번 더 볶아서'), (7, '육수를 넣고'), (8, '간을 하고 청양고추 송송 썰어넣고 끓여 줍니다'), (9, '면은 삶아서 찬물에 헹구어 다시 뜨거운 물에 데쳐 그릇에 담고'), (10, '후추가루 약간 넣고 면위에 담아냅니다')]","['굴: 150g', '양파: 1/4개', '배추: 2잎', '청경채: 2개', '표고버섯: 2개', '양송이: 1개', '식용유: 11큰술', '맛술: 11큰술', '마른고추: 5개', '대파: 1/4개', '다진마늘: 1큰술', '청양고추: 1큰술', '간장: 1큰술', '미원: 1티스푼', '후추가루: 약간']",1인분,15분 이내,초급,"['굴', '굴짬뽕', '굴우동', '중국요리', '일상', '중국집', '중화요리']"
6891606,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/27/bbc059c608dd01cfa43ebcb45c1882a81.jpg,볶음,일상,달걀/유제품,밑반찬,백종원의 부추 달걀 볶음,"[(1, '부추는 적당한 크기로 썰고 달걀은 여러번 저어서 곱게 풀어 놓습니다'), (2, '팬에 식용유를 두르고 뜨거워지면 달걀을 붓고 젓가락으로 저으면서 익혀주세요'), (3, '부추와 굴소스를 넣고 볶아주세요'), (4, '달걀과 섞은후 불을 끄고 참기름을 넣고 저어준후'), (5, '그릇에 밥 한공기를 담고 그위에 부추 달걀 볶음을 담아주세요.')]","['부추: 1줌', '달걀: 4개', '식용유: 2큰술', '밥: 2공기', '굴소스: 1큰술', '참기름: 1큰술']",2인분,15분 이내,아무나,[]
6895112,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/01/9b54fc4b120dd9acb68c0c7c37d759111.jpg,볶음,일상,달걀/유제품,밑반찬,자취생 간단요리<메추리알볶음>,"[(1, '양념들은 한군데 모두 넣고 잘 섞어주세요'), (2, '비엔나는 칼집을 내어줍니다'), (3, '식용유를 약간 두른 팬에 비엔나를 넣고 구워주세요'), (4, '비엔나가 거의 다 익을때쯤 메추리알과 청양고추를 넣고 같이 볶아줍니다'), (5, '비엔나가 완전히 익으면 소스를 넣고 볶아주세요'), (6, '접시에 담아서 완성~!')]","['메추리알: 1봉지', '비엔나소세지: 2봉지', '청양고추: 1~3개', '고추장: 1~1.5T', '케첩: 4~5T', '진간장: 1~1.5T', '설탕: 2T', '물: 5~7T']",3인분,30분 이내,초급,"['초간단', '밑반찬', '자취', '메추리알', '자취요리']"
6922171,https://recipe1.ezmember.co.kr/cache/recipe/2019/11/14/f20a52ec83e1b58032e49ad6ff1f1ddd1.jpg,볶음,일상,달걀/유제품,메인반찬,[쉬운반찬] 면역력을 높여줄수있는 참치야채스크램블!,"[(1, '달걀 5개를 소금꼬집을 넣고 잘섞어주세요'), (2, '참치캔 큰것한개를 기름을 쫙~빼주세요'), (3, '양배추를 작게 썰어주세요'), (4, '당근도 작게 썰어주세요'), (5, '팬에 해바라기유를 2큰술을 넣고 당근과 양배추썰은것을 넣고 볶아주세요'), (6, '기름뺀 참치도 넣고 소금 1꼬집을 고루뿌려주신다음 볶아주세요'), (7, '야채들이 거의 볶아졌을때 다진파 2큰술을 넣고 잘볶아주세요'), (8, '풀어둔 달걀물을 야채볶음위에 고루뿌려주세요 후추가루를 조금만 뿌려주세요 *중불에서 고루섞어가면서 볶아주세요'), (9, '달걀이 스크램블처럼 익을때까지 볶아주시면 되세요 쉽고간단하게 만들수 있는 참치야채스크램블로 추워지는 날씨에 면역력을 챙겨보세요')]","['달걀: 5개', '참치캔 큰것: 1개', '양배추: 120g', '당근: 50g', '다진파: 2큰술', '해바라기유: 2큰술', '소금: 2꼬집', '후추가루: 조금']",4인분,10분 이내,아무나,"['참치야채스크램블', '쉬운반찬', '아이들반찬', '면역력강화', '영양만점', '초간단']"
6911134,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/25/e1c8dc7103eb1eff107c81b63880e02b1.jpg,볶음,일상,달걀/유제품,메인반찬,달걀부추볶음,"[(1, '양파는 채 썰어주세요.'), (2, '부추는 깨끗이 씻어 적당한 길이로 썰어주세요.'), (3, '달걀은 소금을 넣고 풀어주세요.'), (4, '팬에 기름을 두르고,달걀을 스크램블로 만들어 주세요.'), (5, '팬에 기름을 두르고, 양파를 볶아주세요.'), (6, '볶아놓은양파에 부추를 넣고 불을 끈 뒤 남은 열로 이용해 볶음다음 소금으로 간을 해줍니다.'), (7, '만들어놓은 스크램블을 넣고,후추가루,참기름을 넣고 함께 섞어줍니다.')]","['부추: 1/2줌', '양파: 1개', '달걀: 2개', '소금: 약간', '후추가루: 약간', '참기름: 1작은술']",2인분,30분 이내,초급,"['달걀부추볶음', '부추', '달걀', '스크램블', '양파', '소금', '후추가루', '참기름']"
6952152,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/27/397bad0680816861ae43a701d245eed01.jpg,볶음,초스피드,소고기,밑반찬,차돌박이묵은지볶음,"[(1, '김치는 한입크기, 대파는 총총 썰어요'), (2, '중불에 차돌박이를 먼저 구워요'), (3, '김치와 대파 조금 넣고 볶아요'), (4, '설탕, 참기름, 참깨를 취향에 따라 넣어요')]","['김치: 200g', '차돌박이: 150g', '대파잎: ', '설탕: 1작은술', '참기름: 약간', '참깨: 약간']",2인분,15분 이내,아무나,"['차돌박이', '묵은지', '김치', '밑반찬', '차돌박이묵은지볶음']"
6832501,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/22/340270dec7efde3c442f27e601b249251.jpg,볶음,초스피드,소고기,밑반찬,[소고기 고추 볶음]간단하지만 맛있는 소고기 고추 볶음,"[(1, '풋고고추를 다져주세요. 취향에따라 청양고추를 섞어줘도 됩니다.'), (2, '고기는 소주 2T, 소금 약간, 후추 약간을 넣고 20분간 재워두세요'), (3, '고기가 재워지고 있는 동안 양념장을 만들어주세요'), (4, '고기와 양념장을 쎈불에서 볶다가 보글보글 끓으면 고기가 읶을때까지 약불에서 볶아주세요 맛을보시고 취향것 양념을 더 추가해주세요')]","['간 소고기: 400g', '풋고추: 300g', '소주: 2T', '소금: 약간', '후추: 약간', '간장: 50ml', '매실액: 1T', '설탕: 1T', '물: 100ml']",3인분,30분 이내,아무나,"['소고기', '고추', '볶음', '소고기', '고추', '볶음', '초간단', '밑반찬', '풋고추', '청양고추', '메인요리', '반찬']"
7012639,https://recipe1.ezmember.co.kr/cache/recipe/2023/11/01/47db6bf14e8c98205f219237bbd45fb71.jpg,볶음,초스피드,소고기,메인반찬,너무 맛있음 주의! 차돌박이 숙주볶음,"[(1, '차돌박이와 숙주나물 준비!'), (2, '숙주는 깨끗하게 씻은 후, 물기를 제거해 주세요'), (3, '모든 양념을 잘 섞어주면 차돌박이 숙주볶음 양념장 완성!'), (4, '차돌박이 500g준비'), (5, '달궈진 웍에 차돌박이를 바삭하게 구워주세요'), (6, '노릇노릇 바삭바삭하게 구운 차돌박이 준비!'), (7, '차돌박이에서 나온 기름에 절반을 사용해서 다진마늘과 파로 파기름을 내 주세요'), (8, '파기름 위에 숙주를 넣어 주세요 숙주의 숨이 죽을때까지 볶아 주세요'), (9, '노릇하게 구워 놓았던 차돌박이를 넣어 주세요'), (10, '잘 볶아진 차돌박이 숙주볶음에 양념장을 부어 주세요'), (11, '양념장과 골고루 볶아 주세요'), (12, '그릇에 먹기 좋게 담아 주세요'), (13, '쪽파를 송송 썰어서 고명으로 깨를 뿌려서 마무리~'), (14, '한입 두입~ 짭쪼름하고 달콤한 차돌박이 숙주볶음 완전 술안주, 밥도둑이더라고요^^'), (15, '마무리로 차돌박이 숙주 볶음밥~ 초간단 레시피로 완벽한 식사하세요~')]","['차돌박이: 500g', '숙주: 1봉지', '다진마늘: 1큰술', '파: 넉넉히', '깨: 조금', '쪽파: 조금', '간장: 1큰술', '굴소스: 2큰술', '맛술: 2큰술', '설탕: 1큰술', '참기름: 1큰술', '깨: 1큰술']",2인분,10분 이내,아무나,"['차돌박이숙주볶음', '차돌박이숙주볶음재료', '차돌박이숙주볶음양념장', '차돌박이숙주볶음레시피', '초간단차돌박이숙주볶음', '아삭한차돌박이숙주볶음', '바삭한차돌박이숙주볶음', '술안주차돌박이숙주볶음', '밥도둑차돌박이숙주볶음', '차돌박이숙주요리']"
6852388,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/08/545af9d53a8abda06699823746da641f1.jpg,볶음,초스피드,소고기,메인반찬,후다닥 10분 간단 여름반찬/고기맛이 나는 가지 불고기,"[(1, '재료를 준비해 주세요~'), (2, '가지는 반으로 자른 후 어슷 어슷하게 썰어 주세요 너무 얇게 썰면 식감이 안 좋으니 약간 두께감 있게 썰면 좋아요~'), (3, '청양고추도 어슷 어슷하게 썰어 주세요~'), (4, '적힌 분량의 양념을 넣어 주세요~'), (5, '잘 섞어 주면 양념장이 완성되요~'), (6, '기름을 두르고 청양고추를 넣어 먼저 볶아 고추향을 내 주세요~'), (7, '가지를 넣어 한번 살짝 볶아 주세요~'), (8, '센불에서 볶아야 물이 안 생겨요~'), (9, '양념장을 넣어 주세요~'), (10, '가지에 양념이 잘 배이도록 센불에서 후다닥 볶아 주세요~'), (11, '마지막에 참기름과 깨 넣어 마무리해 주면 되요~')]","['가지: 2개', '청양고추: 3개', '포도씨유(기름): 약간', '간장: 2스푼', '올리고당: 1스푼', '다진마늘: 0.5스푼', '맛술: 1스푼', '매실청: 1스푼', '황설탕: 0.5스푼', '허브솔트: 약간', '참기름: 약간', '깨: 약간']",2인분,10분 이내,초급,"['가지', '안토시아닌', '항암작용', '가지조림', '가지불고기', '가지볶음', '여름채소', '여름제철반찬', '여름밑반찬', '간단반찬', '10분레시피', '후다닥반찬']"
6995480,https://recipe1.ezmember.co.kr/cache/recipe/2023/01/15/c2e37053ceb254e210545e0c3adba7c71.jpg,볶음,초스피드,돼지고기,밑반찬,[밑반찬] 초간단 돼지고기 다짐육 볶음,"[(1, '돼지고기 다짐육에 키친타올을 올려 핏물을 흡수시켜주세요'), (2, '핏물 빼는 사이 양파 1/2개를 다져주세요'), (3, '식용유 2큰술에 후추 톡톡을 넣고 돼지고기를 넣어 볶아주세요'), (4, '계속 젓가락으로 저어 뭉치지 않게 풀어주세요 돼지고기가 어느 정도 익으면 물이 나와요 계속 볶다보면 물이 없어져요 없어 질때까지 볶아주세요'), (5, '물기가 없어지면 다진 양파를 넣어주세요'), (6, '준비된 분량의 양념(다진마늘 1큰술, 굴소스 3큰술, 양조간장 2큰술, 올리고당 1큰술, 설탕 1큰술)을 넣고 볶아주세요 간을 보고 싱겁다면 굴소스를 추가해 입맛에 맞춰주세요'), (7, '깨를 뿌리면 완성!!!')]","['돼지고기다짐육: 500g', '양파: 1/2개', '식용유: 2큰술', '다진마늘: 1큰술', '굴소스: 3큰술', '양조간장: 2큰술', '올리고당: 1큰술', '설탕: 1큰술', '후추: 1작은술', '깨: 조금']",4인분,15분 이내,초급,"['돼지고기다짐육', '돼지고기', '볶음', '비빔밥', '아기반찬', '초간단반찬', '초간단']"
6924222,https://recipe1.ezmember.co.kr/cache/recipe/2019/12/29/067700bea43bdcbe460fb7f7c5c91dcd1.jpg,볶음,초스피드,돼지고기,밑반찬,[아이반찬] 씻은김치목살볶음!,"[(1, '익은배추김치를 깨끗하게 씻어서 준비해주세요'), (2, '씻은 김치를 작게 잘라주시고 돼지목살도 김치와 같은크기로 잘라서 넣고 양념을 넣어주세요'), (3, '센불로 볶아주세요'), (4, '돼지목살이 다익었을때 양파를 반개를 너무 얇지않게 썰어서 넣고 양파가 투명해질만큼 후다닥 볶아주세요'), (5, '파슬리가루를 조금넣고 참기름을 조금넣어서 섞어주시면 자극적이지 않아서 아이반찬으로 좋은 씻은김치목살볶음이 완성이 되네요')]","['씻은 배추 김치: 1/4등분', '돼지목살: 300g', '양파: 1/2개', '다진마늘: 1큰술', '다진생강: 1티스푼', '소금: 1꼬집', '올리브유: 1큰술', '설탕: 1큰술', '파슬리가루: 조금', '후추가루: 조금', '참기름: 조금']",4인분,15분 이내,아무나,"['돼지고기', '유아반찬', '쉬운반찬', '밑반찬', '초간단', '영양반찬']"
6880674,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/08/a5d9a4593c1e7934d07c0d0d61e3f4ad1.jpg,볶음,초스피드,돼지고기,메인반찬,10분 완성 꿀레시피] 마늘 불고기 간단하고 맛있게!,"[(1, '소고기나 돼지고기를 담백 고소한 등심부위로 골라서, 핏물을 제거하고 먹기좋게 썰어주세요'), (2, '이제 양념장을 만들러 고고! 진간장, 다진마늘, 설탕을 1:1:1비율로 넣고 후추도 조금 넣고 섞어줍니다 야채가 들어가지 않기때문에 마늘을 듬뿍 넣어주는게 핵심이자 포인트!'), (3, '달군 프라이팬에 불고기를 올려 익혀주세요'), (4, ""초간단 마늘 불고기 완성! 갑자기 손님이 찾아온다거나, 후다닥 집밥을 차려야 할때, 너무나 든든하게 우릴 지켜줄 꿀같은 메뉴 'ㅂ' 초간단 마늘 불고기! 우리 이웃님들도 한번 도전해보세요~ :) 저는 다시 돌아올게요 남은하루 즐겁게 보내세요 씨유쑨! ♥"")]","['불고기용 고기: 300g', '진간장: 3T', '설탕: 3T', '다진마늘: 3T', '후추: 약간', '참기름: 약간']",3인분,15분 이내,초급,[]
6865363,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/15/c35668a11023e80157dacb48ad247ed61.jpg,볶음,초스피드,돼지고기,메인반찬,오늘은 뭐 먹지? 초간단 제육김치,"[(1, '작년 김장김치는 배추가 작은거라 1/4쪽이 아닌 1/2쪽으로 잘 익은 배추김치로 준비를 하고, 돼지고기는 앞다리살로 지방질 제거된것으로 준비, 대파는 어슷썰기를 해 둡니다. * 계량은 밥숟가락으로'), (2, '돼지고기를 먼저 팬에 익힌후 썰어둔 대파를 넣어 줍니다. * 지방질 많은것을 즐기시는분든 앞다리살보다는 삼겹살이나 목살을 준비하시면 됩니다.'), (3, '대파를 넣고 다진마늘을 넣어 파기름을 내어 줍니다.'), (4, '고춧가루+고추장+참기름을 넣어 타지 않게 볶아 줍니다.'), (5, '김치를 먹기 좋게 썰거나 송송 썰어 넣어 김치가 투명해질때까지 볶아 줍니다. * 배추김치를 1/2포기를 준비했지만 한주먹정도 남겨놓고 넣어주었어요.'), (6, '고기에 양념+김치맛이 배이면서 김치가 투명해질때까지 볶은다음 참기름+올리고당+후춧가루를 넣어 고소하면서 윤기나게 졸이듯 볶아줍니다. * 맛을 원한다면 올리고당보다는 설탕을 넣어주면 새콤한 김치맛을 잡아줄수 있어요.(설탕양은 조절)'), (7, '맛을 보아 완성된후 참깨를 넉넉하게 뿌려 줍니다.'), (8, '접시에 담아요. 이때 집에 팽이버섯이 있다면 몇개 잘라 올려 줍니다.')]","['돼지고기앞다리살(제육용): 600g', '익은 배추김치: 1/2포기', '고추장: 2숟가락', '고춧가루: 1숟가락', '대파: 1.5개', '다진마늘: 1.5숟가락', '참기름: 2숟가락', '후춧가루: 조금', '올리고당: 2숟가락', '참깨: 1숟가락']",4인분,30분 이내,아무나,"['제육김치', '김치', '저녁반찬', '반찬', '초간단', '돼지고기', '볶음', '간단', '오늘은뭐먹지']"
6876256,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/11/954cd8a7e506927efc62b410e1e1b73f1.jpg,볶음,초스피드,닭고기,밑반찬,초간단 훈제 닭가슴살 볶음~*,"[(1, '닭가슴살 결따라 찢어 주시고 당근 양파 썰어 팬에 담아주세요'), (2, '굴소스 1 후추톡톡 카놀라유 적당량을 두르고'), (3, '슥슥슥~~~ 볶아 주시다가 자일로스 설탕 티스푼1 넣고 볶아 주세요'), (4, '마지막으로 통깨 솔솔~ 뿌리고 휘리릭~ 볶아 내시면 끝')]","['훈제닭가슴살: 200g', '양파: 1/2개', '당근: 조금', '굴소스: 1큰술', '후추: 톡톡', '카놀라유: 적당량', '통깨: 솔솔', '자일로스설탕: 1티스푼']",3인분,10분 이내,아무나,"['밑반찬', '간단한반찬', '아이반찬', '초스피드반찬', '닭가슴살', '훈제닭가슴살', '쉬운반찬', '아이들반찬']"
6864089,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/19/d332e30c6f35ffd3e4cbd06d7b713c3d1.jpg,볶음,초스피드,닭고기,밑반찬,먹다 남긴 치킨으로 한끼 반찬 만들었어요.,"[(1, '뼈는 제거하고 닭살만 발라 먹기좋은 크기로 찢어 놓고,다른 재료들을 깨끗히 씻어서 준비해 놓습니다.'), (2, '양파,대파,아삭이고추,홍고추도 적당한 크기로 썰어 놓습니다.'), (3, '팬에 기름을 두르고,2번을 먼저 넣고,살짝 볶다가 닭살도 넣고 잠깐 볶아주다가'), (4, '굴소스를 넣고 조금 더 볶아줍니다. 야채가 무르지 않게 살짝만 볶아주세요.'), (5, '불을 끄고,참기름 후추를 넣고 한번 섞어준후 접시에 담고 볶은참깨 뿌려줍니다.')]","['치킨 살: 1컵', '양파: 1/4개', '아삭이 고추: 1개', '청량 홍고추: 1개', '대파: 1/2대', '식용유: 1큰술', '굴소스: 1/2큰술', '참기름: 1/2큰술', '볶은 참깨: 1작은술', '후추: 약간']",2인분,15분 이내,초급,[]
6903974,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/10/0daaf59156833293f76637df2b5bb32a1.jpg,볶음,초스피드,닭고기,메인반찬,닭가슴살 & 그린빈 / 다이어트 요리+ 일품요리 + 스피드 요리.,"[(1, '그린빈은 양쪽 꼬투리를 가위로 잘라 정돈.'), (2, '길게 그냥해도 되지만 먹기좋게 길이로 반 자르기.'), (3, '끓는 물에 소금 1/2작은술 넣고 1분정도만 살짝 데치기.'), (4, '체에 받쳐 흐르는 찬물에 식혀저 준비해 놓기.'), (5, '닭가슴살은 덩어리도 300그람 준비..'), (6, '나무 젓가락 굵기로 채 썰기.'), (7, '정종 1큰술을 넣고 섞어준 후 콘스타치 3큰술 넣고~~~'), (8, '골고루 섞어 10분정도 두었다가~~'), (9, '팬에 기름 1큰술을 두르고 젓가락으로 서로서로 붙은걸 떼어주면서 익힙니다.'), (10, '이렇게 갈색으로 잘 익었으면~~~'), (11, '다른 그릇에 꺼내놓기.'), (12, '데쳐 놓놓은 그린빈도 기름 1큰술 두르고 2분정도만 볶아서~~'), (13, '꺼내 놓기.'), (14, '분량의 소스재료들을 팬에 담고~~ 끓기 시작하면~~~'), (15, '익햐사 내놓은 닭가슴살과 그린빈을 넣고'), (16, '땅콩 3큰술을 넣고~~소스가 골고루 묻도록 섞어주면 완성.'), (17, '달가슴살 & 그린빈 요리가 뚝딱 완성되었어요. 요리 선생 한창 할때 인기 품목였던 요리입니다. 가슴살 요리는 다이어트에도 좋으니 자주자주 만들어 드세요.')]","['닭가슴살: 300g', '그린빈: 200g', '땅콩: 3큰술', '정종: 1큰술', '콘스타치: 3큰술', '간장: 1큰술', '물: 2큰술', '굴소스: 1큰술', '정종: 1큰술']",4인분,30분 이내,초급,"['나이어트요리', '그린빈', '초스피드', '한접시요리', '인기메뉴', '간편요리', '일품요리', '어린이반찬']"
6875070,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/21/9017e4835e397996dc2efe28e65279681.jpg,볶음,초스피드,닭고기,메인반찬,[간단 자취요리] 닭고기 잡채 느낌! 닭당면 만들기,"[(1, '먼저 양파를 얇게 채썰어주세요.'), (2, '물을 넣고 당면부터 삶아줍니다.'), (3, '팬에 기름을 두르고 양파를 볶아줍니다.'), (4, '삶아둔 당면, 닭가슴살, 양념을 넣고 볶아주세요.')]","['당면: 1인분', '닭가슴살캔: 1개', '양파: 1/2개', '간장: 2T', '고춧가루: 1/2~1T', '굴 소스: 1T', '설탕: 1T', '다진 마늘: 1T']",1인분,10분 이내,초급,"['얌무', '간단요리', '자취요리', '닭고기잡채', '닭당면', '간단자취요리', '간단레시피', '잡채', '잡채레시피']"
